

*******************************************************************************
Ephemeris / WWW_USER Wed Mar 13 11:05:03 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: SOHO (spacecraft) (-21)         {source: SOHO_merged}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1995-Dec-02 00:01:02.0000 TDB
Stop  time      : A.D. 1996-Jan-06 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.240312.p240605
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2024-MAR-12. PREDICTS-> 2024-JUN-04
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2450055.917384259, A.D. 1995-Dec-04 10:01:02.0000, -1.248548892300546E+05, -2.783929840267742E+05, -1.642267567107381E+05, -2.561380436347918E-01, -1.070001152461360E+00, -6.203243256192366E-01,
2450055.959050926, A.D. 1995-Dec-04 11:01:02.0000, -1.257694858377471E+05, -2.822280963867626E+05, -1.664499021811928E+05, -2.519897736721025E-01, -1.060655706233560E+00, -6.147790576196021E-01,
2450056.000717592, A.D. 1995-Dec-04 12:01:02.0000, -1.266693725573132E+05, -2.860299789421484E+05, -1.686533377498236E+05, -2.479701020126235E-01, -1.051541757388218E+00, -6.093709880193550E-01,
2450056.042384259, A.D. 1995-Dec-04 13:01:02.0000, -1.275550193694273E+05, -2.897994616749426E+05, -1.708375334562453E+05, -2.440726290433348E-01, -1.042648906593407E+00, -6.040941171011056E-01,
2450056.084050926, A.D. 1995-Dec-04 14:01:02.0000, -1.284268362779290E+05, -2.935373045911994E+05, -1.730029592496707E+05, -2.402913548084511E-01, -1.033967653575666E+00, -5.989427450505661E-01,
2450056.125717592, A.D. 1995-Dec-04 15:01:02.0000, -1.292852432721249E+05, -2.972442676600735E+05, -1.751500651356858E+05, -2.366205792232261E-01, -1.025489098532257E+00, -5.939114717188190E-01,
2450056.167384259, A.D. 1995-Dec-04 16:01:02.0000, -1.301306303706677E+05, -3.009210608917642E+05, -1.772792611183032E+05, -2.330552025624557E-01, -1.017204841682458E+00, -5.889952972178879E-01,
2450056.209050926, A.D. 1995-Dec-04 17:01:02.0000, -1.309633675385242E+05, -3.045683742720970E+05, -1.793909671833458E+05, -2.295900247387368E-01, -1.009106983161311E+00, -5.841894218344380E-01,
2450056.250717592, A.D. 1995-Dec-04 18:01:02.0000, -1.317837935565268E+05, -3.081868474703040E+05, -1.814855521557818E+05, -2.262209192620895E-01, -1.001188458687611E+00, -5.794897712698852E-01,
2450056.292384259, A.D. 1995-Dec-04 19:01:02.0000, -1.325945516936523E+05, -3.117741502183934E+05, -1.835651790475562E+05, -2.224426662605705E-01, -9.918945611679899E-01, -5.742388678639703E-01,
2450056.334050926, A.D. 1995-Dec-04 20:01:02.0000, -1.333895790881711E+05, -3.153312840180530E+05, -1.856243053830471E+05, -2.192519857125685E-01, -9.843124979505404E-01, -5.697381895793201E-01,
2450056.375717592, A.D. 1995-Dec-04 21:01:02.0000, -1.341732665494356E+05, -3.188613979579614E+05, -1.876674017815677E+05, -2.161449041947267E-01, -9.768892331633582E-01, -5.653314104778011E-01,
2450056.417384259, A.D. 1995-Dec-04 22:01:02.0000, -1.349459140761068E+05, -3.223650620232799E+05, -1.896947982569817E+05, -2.131177219780551E-01, -9.696188671985775E-01, -5.610149305225380E-01,
2450056.459050926, A.D. 1995-Dec-04 23:01:02.0000, -1.357078016732904E+05, -3.258428261993332E+05, -1.917068147942818E+05, -2.101670389932609E-01, -9.624957000178114E-01, -5.567854499403386E-01,
2450056.500717592, A.D. 1995-Dec-05 00:01:02.0000, -1.364592093212406E+05, -3.292952004958211E+05, -1.937037614116207E+05, -2.072898552680501E-01, -9.555144316808226E-01, -5.526398686901836E-01,
2450056.542384259, A.D. 1995-Dec-05 01:01:02.0000, -1.372003770245606E+05, -3.327226949088651E+05, -1.956859180910253E+05, -2.044830709018126E-01, -9.486700622021440E-01, -5.485749866354966E-01,
2450056.584050926, A.D. 1995-Dec-05 02:01:02.0000, -1.379315647871566E+05, -3.361257894137006E+05, -1.976535948247369E+05, -2.017437858298247E-01, -9.419578916413310E-01, -5.445882040163457E-01,
2450056.625717592, A.D. 1995-Dec-05 03:01:02.0000, -1.386530126121908E+05, -3.395049440380372E+05, -1.996070416487122E+05, -1.990695003952900E-01, -9.353733200858405E-01, -5.406767208224712E-01,
2450056.667384259, A.D. 1995-Dec-05 04:01:02.0000, -1.393649404754395E+05, -3.428606187551357E+05, -2.015465485079110E+05, -1.964575143009009E-01, -9.289119476398235E-01, -5.368378369951626E-01,
2450056.709050926, A.D. 1995-Dec-05 05:01:02.0000, -1.400675783906517E+05, -3.461932535827173E+05, -2.034723654151431E+05, -1.939056276289821E-01, -9.225697741516027E-01, -5.330693527906399E-01,
2450056.750717592, A.D. 1995-Dec-05 06:01:02.0000, -1.407611263535069E+05, -3.495032684834427E+05, -2.053847324073779E+05, -1.914113404994001E-01, -9.163428999917157E-01, -5.293687678519683E-01,
2450056.792384259, A.D. 1995-Dec-05 07:01:02.0000, -1.414458043467488E+05, -3.527910535009109E+05, -2.072838994280757E+05, -1.889727528620275E-01, -9.102276247901995E-01, -5.257339825509157E-01,
2450056.834050926, A.D. 1995-Dec-05 08:01:02.0000, -1.421217924150034E+05, -3.560570285900768E+05, -2.091700965144883E+05, -1.865875647936310E-01, -9.042202488812314E-01, -5.221627968119102E-01,
2450056.875717592, A.D. 1995-Dec-05 09:01:02.0000, -1.427893004953742E+05, -3.593015737569502E+05, -2.110435436511078E+05, -1.842540763098802E-01, -8.983175722994904E-01, -5.186531105906395E-01,
2450056.917384259, A.D. 1995-Dec-05 10:01:02.0000, -1.434484886423562E+05, -3.625250390232268E+05, -2.129044708324761E+05, -1.819702873172946E-01, -8.925161948917084E-01, -5.152032239068675E-01,
2450056.959050926, A.D. 1995-Dec-05 11:01:02.0000, -1.440995368091403E+05, -3.657278043681307E+05, -2.147530780624435E+05, -1.797344980038748E-01, -8.868131169067641E-01, -5.118112367311574E-01,
2450057.000717592, A.D. 1995-Dec-05 12:01:02.0000, -1.447426350144612E+05, -3.689102097864455E+05, -2.165895753306236E+05, -1.775451083342626E-01, -8.812053383269717E-01, -5.084752492423376E-01,
2450057.042384259, A.D. 1995-Dec-05 13:01:02.0000, -1.453779232694712E+05, -3.720725952746875E+05, -2.184141626459630E+05, -1.754003183384796E-01, -8.756900588370599E-01, -5.051936614888780E-01,
2450057.084050926, A.D. 1995-Dec-05 14:01:02.0000, -1.460055615544611E+05, -3.752152808492985E+05, -2.202270300129332E+05, -1.732988279501011E-01, -8.702646789985540E-01, -5.019649733334852E-01,
2450057.125717592, A.D. 1995-Dec-05 15:01:02.0000, -1.466257198716554E+05, -3.783386064808001E+05, -2.220283674226287E+05, -1.712390372538991E-01, -8.649263985768955E-01, -4.987874847468090E-01,
2450057.167384259, A.D. 1995-Dec-05 16:01:02.0000, -1.472385382265123E+05, -3.814428621925001E+05, -2.238183648575407E+05, -1.692196463561522E-01, -8.596728174851872E-01, -4.956597959286577E-01,
